Zeit (ms),Kanal A (mV)
-0.29833301,-2.42433500
-0.29333301,-3.17052100
-0.28833301,-2.98351400
-0.28333301,-2.42433500
-0.27833301,-1.49175700
-0.27333301,-2.05093500
-0.26833301,-3.54330700
-0.26333301,-3.17052100
-0.25833301,-2.98351400
-0.25333301,-3.72970000
-0.24833301,-4.10248500
-0.24333301,-3.54330700
-0.23833301,-4.10248500
-0.23333301,-5.03506400
-0.22833301,-4.84867100
-0.22333301,-4.10248500
-0.21833301,-3.54330700
-0.21333301,-4.66227800
-0.20833301,-4.10248500
-0.20333301,-3.54330700
-0.19833301,-3.72970000
-0.19333301,-2.98351400
-0.18833301,-3.72970000
-0.18333301,-3.17052100
-0.17833301,-2.79712100
-0.17333301,-2.98351400
-0.16833301,-2.61072800
-0.16333301,-3.17052100
-0.15833301,-2.79712100
-0.15333301,-2.61072800
-0.14833301,-2.42433500
-0.14333301,-3.17052100
-0.13833301,-2.98351400
-0.13333301,-3.17052100
-0.12833301,-3.91609200
-0.12333301,-3.17052100
-0.11833301,-3.17052100
-0.11333301,-3.35691400
-0.10833301,-3.17052100
-0.10333301,-3.72970000
-0.09833301,-2.79712100
-0.09333301,-2.61072800
-0.08833301,-4.47588600
-0.08333301,-2.61072800
-0.07833301,-3.72970000
-0.07333301,-2.61072800
-0.06833302,-3.17052100
-0.06333302,-2.23794300
-0.05833302,-1.67815000
-0.05333302,-1.11897100
-0.04833302,-0.37278540
-0.04333302,-1.11897100
-0.03833302,0.37278540
-0.03333302,-0.37278540
-0.02833302,0.00000000
-0.02333302,0.55917820
-0.01833302,2.05093500
-0.01333302,2.05093500
-0.00833302,0.93196360
-0.00333302,1.11897100
0.00166698,3.35691400
0.00666698,3.35691400
0.01166698,4.28949300
0.01666698,4.66227800
0.02166698,3.72970000
0.02666698,5.22207200
0.03166698,5.78125000
0.03666698,5.96764200
0.04166698,6.15403500
0.04666698,6.90022100
0.05166698,7.08661400
0.05666698,6.71382900
0.06166698,6.71382900
0.06666698,7.46001400
0.07166698,8.57898500
0.07666698,9.69795700
0.08166698,7.64640700
0.08666698,7.46001400
0.09166698,7.64640700
0.09666698,8.95177200
0.10166698,8.01919300
0.10666698,8.39259300
0.11166698,7.08661400
0.11666698,8.20558500
0.12166698,8.01919300
0.12666698,7.83279900
0.13166698,6.71382900
0.13666698,7.08661400
0.14166698,8.01919300
0.14666698,6.71382900
0.15166698,6.34104300
0.15666698,7.08661400
0.16166698,5.59485700
0.16666698,7.08661400
0.17166698,6.34104300
0.17666698,6.71382900
0.18166698,6.15403500
0.18666698,6.34104300
0.19166698,5.96764200
0.19666698,5.59485700
0.20166698,4.66227800
0.20666698,5.78125000
0.21166698,3.54330700
0.21666698,4.84867100
0.22166698,3.91609200
0.22666698,6.15403500
0.23166698,3.72970000
0.23666698,4.84867100
0.24166698,4.66227800
0.24666698,3.91609200
0.25166698,3.72970000
0.25666698,4.84867100
0.26166698,3.91609200
0.26666698,3.91609200
0.27166698,4.47588600
0.27666698,4.84867100
0.28166698,4.84867100
0.28666698,5.59485700
0.29166698,4.47588600
0.29666698,4.84867100
0.30166698,3.91609200
0.30666698,3.54330700
0.31166698,4.28949300
0.31666698,4.47588600
0.32166698,4.66227800
0.32666697,3.91609200
0.33166697,3.35691400
0.33666697,3.91609200
0.34166697,3.91609200
0.34666697,3.72970000
0.35166697,3.91609200
0.35666697,3.35691400
0.36166697,4.66227800
0.36666697,4.47588600
0.37166697,3.72970000
0.37666697,3.91609200
0.38166697,3.72970000
0.38666697,4.28949300
0.39166697,2.98351400
0.39666697,3.91609200
0.40166697,4.28949300
0.40666697,4.28949300
0.41166697,4.10248500
0.41666697,4.28949300
0.42166697,3.72970000
0.42666697,5.03506400
0.43166697,3.17052100
0.43666697,4.84867100
0.44166697,4.84867100
0.44666697,4.84867100
0.45166697,3.72970000
0.45666697,4.84867100
0.46166697,4.84867100
0.46666697,4.28949300
0.47166697,4.47588600
0.47666697,6.15403500
0.48166697,4.66227800
0.48666697,5.03506400
0.49166697,5.03506400
0.49666697,5.59485700
0.50166697,4.84867100
0.50666697,4.66227800
0.51166697,3.35691400
0.51666697,4.84867100
0.52166697,3.17052100
0.52666697,2.79712100
0.53166697,1.30536400
0.53666697,1.49175700
0.54166697,0.18639270
0.54666697,-0.93196360
0.55166697,-2.23794300
0.55666697,-0.55917820
0.56166697,-1.67815000
0.56666697,-1.67815000
0.57166697,-1.30536400
0.57666697,-1.49175700
0.58166697,-2.98351400
0.58666697,-2.98351400
0.59166697,-1.67815000
0.59666697,-1.49175700
0.60166697,-2.98351400
0.60666697,-0.37278540
0.61166697,-2.05093500
0.61666697,-0.93196360
0.62166697,-1.30536400
0.62666697,-1.11897100
0.63166697,-1.30536400
0.63666697,-1.67815000
0.64166697,-1.67815000
0.64666697,-1.49175700
0.65166697,-2.05093500
0.65666697,-2.61072800
0.66166697,-1.30536400
0.66666697,-3.17052100
0.67166697,-5.03506400
0.67666697,-2.23794300
0.68166697,-3.91609200
0.68666697,-3.35691400
0.69166697,-4.66227800
0.69666697,-4.10248500
0.70166697,-5.78125000
0.70666697,-4.28949300
0.71166697,-4.66227800
0.71666697,-3.17052100
0.72166696,-4.84867100
0.72666696,-3.72970000
0.73166696,-5.22207200
0.73666696,-5.96764200
0.74166696,-6.71382900
0.74666696,-5.22207200
0.75166696,-5.03506400
0.75666696,-6.34104300
0.76166696,-8.20558500
0.76666696,-7.64640700
0.77166696,-8.20558500
0.77666696,-8.57898500
0.78166696,-9.13816400
0.78666696,-10.07074000
0.79166696,-10.07074000
0.79666696,-8.95177200
0.80166696,-9.69795700
0.80666696,-9.32455600
0.81166696,-8.76537800
0.81666696,-10.07074000
0.82166696,-9.69795700
0.82666696,-8.95177200
0.83166696,-7.64640700
0.83666696,-7.83279900
0.84166696,-7.46001400
0.84666696,-6.52743600
0.85166696,-5.96764200
0.85666696,-6.90022100
0.86166696,-5.03506400
0.86666696,-5.78125000
0.87166696,-4.84867100
0.87666696,-4.84867100
0.88166696,-4.66227800
0.88666696,-3.91609200
0.89166696,-4.84867100
0.89666696,-4.66227800
0.90166696,-3.72970000
0.90666696,-4.84867100
0.91166696,-4.84867100
0.91666696,-3.91609200
0.92166696,-4.84867100
0.92666696,-3.54330700
0.93166696,-4.66227800
0.93666696,-2.98351400
0.94166696,-3.91609200
0.94666696,-2.98351400
0.95166696,-3.72970000
0.95666696,-3.17052100
0.96166696,-1.67815000
0.96666696,-2.79712100
0.97166696,-3.35691400
0.97666696,-2.79712100
0.98166696,-2.42433500
0.98666696,-2.98351400
0.99166696,-3.72970000
0.99666696,-3.91609200
1.00166696,-2.98351400
1.00666696,-4.47588600
1.01166696,-3.54330700
1.01666696,-3.72970000
1.02166696,-3.17052100
1.02666696,-4.10248500
1.03166696,-3.91609200
1.03666696,-3.91609200
1.04166696,-4.84867100
1.04666696,-3.54330700
1.05166696,-3.91609200
1.05666696,-4.84867100
1.06166696,-4.84867100
1.06666696,-3.54330700
1.07166696,-3.72970000
1.07666696,-3.54330700
1.08166696,-4.47588600
1.08666696,-4.10248500
1.09166696,-4.47588600
1.09666696,-3.17052100
1.10166696,-3.72970000
1.10666696,-2.23794300
1.11166696,-2.98351400
1.11666696,-3.17052100
1.12166695,-2.42433500
1.12666695,-2.23794300
1.13166695,-3.17052100
1.13666695,-2.42433500
1.14166695,-2.61072800
1.14666695,-3.54330700
1.15166695,-2.98351400
1.15666695,-2.98351400
1.16166695,-3.54330700
1.16666695,-3.17052100
1.17166695,-2.79712100
1.17666695,-3.17052100
1.18166695,-3.91609200
1.18666695,-4.10248500
1.19166695,-2.61072800
1.19666695,-3.17052100
1.20166695,-3.35691400
1.20666695,-2.42433500
1.21166695,-1.30536400
1.21666695,-2.23794300
1.22166695,-1.86454200
1.22666695,-1.67815000
1.23166695,-1.11897100
1.23666695,-0.93196360
1.24166695,0.74557080
1.24666695,0.37278540
1.25166695,0.93196360
1.25666695,1.86454200
1.26166695,2.23794300
1.26666695,2.79712100
1.27166695,2.98351400
1.27666695,3.35691400
1.28166695,4.10248500
1.28666695,3.17052100
1.29166695,4.10248500
1.29666695,4.84867100
1.30166695,4.84867100
1.30666695,6.15403500
1.31166695,5.78125000
1.31666695,6.15403500
1.32166695,5.78125000
1.32666695,6.71382900
1.33166695,7.64640700
1.33666695,8.39259300
1.34166695,6.52743600
1.34666695,7.64640700
1.35166695,8.20558500
1.35666695,9.69795700
1.36166695,8.01919300
1.36666695,9.32455600
1.37166695,7.64640700
1.37666695,8.76537800
1.38166695,8.39259300
1.38666695,8.01919300
1.39166695,8.01919300
1.39666695,6.52743600
1.40166695,8.39259300
1.40666695,7.64640700
1.41166695,7.83279900
1.41666695,7.46001400
1.42166695,6.90022100
1.42666695,6.71382900
1.43166695,6.71382900
1.43666695,6.52743600
1.44166695,6.34104300
1.44666695,7.08661400
1.45166695,6.34104300
1.45666695,5.78125000
1.46166695,5.59485700
1.46666695,6.34104300
1.47166695,4.66227800
1.47666695,6.52743600
1.48166695,4.28949300
1.48666695,4.84867100
1.49166695,4.10248500
1.49666695,5.22207200
1.50166695,3.72970000
1.50666695,4.28949300
1.51166695,3.72970000
1.51666694,4.47588600
1.52166694,4.84867100
1.52666694,4.10248500
1.53166694,2.98351400
1.53666694,4.28949300
1.54166694,4.66227800
1.54666694,4.47588600
1.55166694,4.66227800
1.55666694,5.22207200
1.56166694,3.91609200
1.56666694,5.22207200
1.57166694,3.91609200
1.57666694,5.03506400
1.58166694,4.28949300
1.58666694,4.84867100
1.59166694,5.22207200
1.59666694,4.47588600
1.60166694,2.23794300
1.60666694,4.66227800
1.61166694,3.72970000
1.61666694,4.28949300
1.62166694,3.91609200
1.62666694,4.47588600
1.63166694,3.35691400
1.63666694,4.10248500
1.64166694,3.72970000
1.64666694,4.84867100
1.65166694,4.47588600
1.65666694,3.72970000
1.66166694,3.91609200
1.66666694,3.54330700
1.67166694,4.10248500
1.67666694,2.98351400
1.68166694,3.91609200
1.68666694,4.84867100
1.69166694,3.17052100
1.69666694,4.10248500
1.70166694,3.72970000
1.70666694,4.47588600
1.71166694,4.47588600
1.71666694,4.10248500
1.72166694,4.28949300
1.72666694,4.66227800
1.73166694,5.59485700
1.73666694,5.59485700
1.74166694,6.34104300
1.74666694,4.10248500
1.75166694,5.03506400
1.75666694,4.66227800
1.76166694,5.40846400
1.76666694,4.28949300
1.77166694,3.72970000
1.77666694,3.91609200
1.78166694,4.66227800
1.78666694,3.35691400
1.79166694,3.17052100
1.79666694,2.42433500
1.80166694,2.05093500
1.80666694,1.49175700
1.81166694,0.18639270
1.81666694,0.93196360
1.82166694,-0.74557080
1.82666694,-2.05093500
1.83166694,-1.30536400
1.83666694,-2.23794300
1.84166694,-2.61072800
1.84666694,-2.05093500
1.85166694,-1.49175700
1.85666694,-2.61072800
1.86166694,-1.67815000
1.86666694,-2.42433500
1.87166694,-0.55917820
1.87666694,-1.49175700
1.88166694,-0.74557080
1.88666694,-1.30536400
1.89166694,-0.74557080
1.89666694,-0.93196360
1.90166694,-0.18639270
1.90666694,-0.37278540
1.91166693,-1.67815000
1.91666693,-2.23794300
1.92166693,-2.23794300
1.92666693,-3.35691400
1.93166693,-1.86454200
1.93666693,-3.17052100
1.94166693,-3.17052100
1.94666693,-3.91609200
1.95166693,-2.98351400
1.95666693,-3.17052100
1.96166693,-3.54330700
1.96666693,-4.84867100
1.97166693,-3.54330700
1.97666693,-5.22207200
1.98166693,-3.91609200
1.98666693,-5.03506400
1.99166693,-4.84867100
1.99666693,-5.78125000
2.00166693,-4.10248500
2.00666693,-5.59485700
2.01166693,-6.34104300
2.01666693,-6.71382900
2.02166693,-5.40846400
2.02666693,-7.08661400
2.03166693,-6.90022100
2.03666693,-8.20558500
2.04166693,-7.27362200
2.04666693,-7.83279900
2.05166693,-8.01919300
2.05666693,-9.88435100
2.06166693,-9.51156400
2.06666693,-10.07074000
2.07166693,-9.69795700
2.07666693,-10.07074000
2.08166693,-9.51156400
2.08666693,-9.32455600
2.09166693,-9.51156400
2.09666693,-9.32455600
2.10166693,-8.57898500
2.10666693,-8.57898500
2.11166693,-6.15403500
2.11666693,-8.01919300
2.12166693,-6.71382900
2.12666693,-6.71382900
2.13166693,-5.78125000
2.13666693,-5.78125000
2.14166693,-4.84867100
2.14666693,-4.84867100
2.15166693,-4.10248500
2.15666693,-3.54330700
2.16166693,-3.91609200
2.16666693,-5.22207200
2.17166693,-3.72970000
2.17666693,-4.28949300
2.18166693,-4.47588600
2.18666693,-5.22207200
2.19166693,-4.10248500
2.19666693,-4.10248500
2.20166693,-3.91609200
2.20666693,-4.10248500
2.21166693,-2.61072800
2.21666693,-4.10248500
2.22166693,-3.35691400
2.22666693,-3.54330700
2.23166693,-2.23794300
2.23666693,-3.91609200
2.24166693,-1.67815000
2.24666693,-4.28949300
2.25166693,-2.23794300
2.25666693,-2.98351400
2.26166693,-2.61072800
2.26666693,-2.05093500
2.27166693,-1.67815000
2.27666693,-4.10248500
2.28166693,-3.72970000
2.28666693,-3.91609200
2.29166693,-3.72970000
2.29666693,-4.47588600
2.30166693,-4.10248500
2.30666692,-4.47588600
2.31166692,-4.28949300
2.31666692,-4.66227800
2.32166692,-3.91609200
2.32666692,-4.66227800
2.33166692,-3.91609200
2.33666692,-4.47588600
2.34166692,-3.91609200
2.34666692,-4.47588600
2.35166692,-4.10248500
2.35666692,-4.84867100
2.36166692,-3.17052100
2.36666692,-4.10248500
2.37166692,-2.61072800
2.37666692,-2.23794300
2.38166692,-2.98351400
2.38666692,-3.91609200
2.39166692,-3.17052100
2.39666692,-2.79712100
2.40166692,-3.35691400
2.40666692,-3.54330700
2.41166692,-2.98351400
2.41666692,-3.17052100
2.42166692,-3.35691400
2.42666692,-3.35691400
2.43166692,-2.61072800
2.43666692,-3.17052100
2.44166692,-2.79712100
2.44666692,-2.98351400
2.45166692,-3.17052100
2.45666692,-3.17052100
2.46166692,-2.98351400
2.46666692,-2.98351400
2.47166692,-2.23794300
2.47666692,-2.98351400
2.48166692,-1.67815000
2.48666692,-2.61072800
2.49166692,-1.30536400
2.49666692,-1.86454200
2.50166692,-1.11897100
2.50666692,-0.18639270
2.51166692,-0.55917820
2.51666692,0.00000000
2.52166692,1.11897100
2.52666692,1.49175700
2.53166692,0.93196360
2.53666692,2.42433500
2.54166692,2.42433500
2.54666692,2.98351400
2.55166692,3.35691400
2.55666692,3.72970000
2.56166692,3.91609200
2.56666692,3.91609200
2.57166692,5.78125000
2.57666692,5.03506400
2.58166692,6.71382900
2.58666692,6.34104300
2.59166692,6.90022100
2.59666692,6.34104300
2.60166692,6.71382900
2.60666692,7.83279900
2.61166692,8.01919300
2.61666692,8.01919300
2.62166692,7.64640700
2.62666692,7.64640700
2.63166692,8.95177200
2.63666692,8.95177200
2.64166692,9.51156400
2.64666692,8.01919300
2.65166692,8.95177200
2.65666692,8.01919300
2.66166692,8.95177200
2.66666692,8.57898500
2.67166692,7.46001400
2.67666692,7.46001400
2.68166692,7.27362200
2.68666692,7.08661400
2.69166692,7.46001400
2.69666692,7.08661400
2.70166691,7.08661400
2.70666691,8.01919300
2.71166691,7.64640700
2.71666691,7.27362200
2.72166691,7.08661400
2.72666691,8.20558500
2.73166691,6.15403500
2.73666691,6.90022100
2.74166691,5.59485700
2.74666691,6.52743600
2.75166691,5.59485700
2.75666691,4.66227800
2.76166691,4.28949300
2.76666691,5.03506400
2.77166691,5.40846400
2.77666691,4.28949300
2.78166691,4.84867100
2.78666691,4.47588600
2.79166691,4.66227800
2.79666691,5.03506400
2.80166691,4.28949300
2.80666691,5.22207200
2.81166691,4.66227800
2.81666691,4.84867100
2.82166691,4.66227800
2.82666691,5.59485700
2.83166691,5.78125000
2.83666691,4.84867100
2.84166691,5.03506400
2.84666691,4.66227800
2.85166691,4.28949300
2.85666691,4.66227800
2.86166691,4.66227800
2.86666691,5.40846400
2.87166691,4.10248500
2.87666691,3.72970000
2.88166691,2.98351400
2.88666691,4.28949300
2.89166691,4.28949300
2.89666691,3.35691400
2.90166691,4.47588600
2.90666691,3.72970000
2.91166691,3.35691400
2.91666691,3.91609200
2.92166691,3.54330700
2.92666691,3.91609200
2.93166691,3.72970000
2.93666691,5.22207200
2.94166691,4.84867100
2.94666691,4.28949300
2.95166691,4.10248500
2.95666691,4.84867100
2.96166691,3.35691400
2.96666691,5.03506400
2.97166691,4.84867100
2.97666691,4.66227800
2.98166691,3.35691400
2.98666691,4.28949300
2.99166691,4.47588600
2.99666691,5.03506400
3.00166691,4.84867100
3.00666691,4.28949300
3.01166691,5.59485700
3.01666691,5.22207200
3.02166691,5.22207200
3.02666691,6.15403500
3.03166691,5.59485700
3.03666691,4.28949300
3.04166691,4.84867100
3.04666691,5.22207200
3.05166691,4.28949300
3.05666691,4.28949300
3.06166691,3.54330700
3.06666691,3.91609200
3.07166691,2.79712100
3.07666691,1.86454200
3.08166691,1.30536400
3.08666691,0.93196360
3.09166691,0.00000000
3.09666690,-0.55917820
3.10166690,-1.67815000
3.10666690,-2.05093500
3.11166690,-1.86454200
3.11666690,-2.05093500
3.12166690,-1.30536400
3.12666690,-2.23794300
3.13166690,-2.05093500
3.13666690,-1.30536400
3.14166690,-1.49175700
3.14666690,-0.74557080
3.15166690,-0.93196360
3.15666690,-0.74557080
3.16166690,-1.30536400
3.16666690,-0.37278540
3.17166690,-1.11897100
3.17666690,-0.55917820
3.18166690,-0.93196360
3.18666690,-2.23794300
3.19166690,-2.42433500
3.19666690,-2.05093500
3.20166690,-2.23794300
3.20666690,-2.61072800
3.21166690,-2.98351400
3.21666690,-2.98351400
3.22166690,-4.10248500
3.22666690,-3.54330700
3.23166690,-4.84867100
3.23666690,-3.72970000
3.24166690,-4.10248500
3.24666690,-3.54330700
3.25166690,-4.66227800
3.25666690,-3.72970000
3.26166690,-4.84867100
3.26666690,-4.10248500
3.27166690,-5.40846400
3.27666690,-5.40846400
3.28166690,-6.34104300
3.28666690,-6.15403500
3.29166690,-7.27362200
3.29666690,-6.90022100
3.30166690,-7.64640700
3.30666690,-7.08661400
3.31166690,-8.76537800
3.31666690,-7.27362200
3.32166690,-8.57898500
3.32666690,-9.32455600
3.33166690,-9.13816400
3.33666690,-9.51156400
3.34166690,-9.32455600
3.34666690,-9.69795700
3.35166690,-10.07074000
3.35666690,-9.13816400
3.36166690,-10.44414000
3.36666690,-9.69795700
3.37166690,-9.69795700
3.37666690,-8.20558500
3.38166690,-8.20558500
3.38666690,-6.34104300
3.39166690,-7.46001400
3.39666690,-5.96764200
3.40166690,-6.15403500
3.40666690,-5.40846400
3.41166690,-4.84867100
3.41666690,-4.10248500
3.42166690,-5.40846400
3.42666690,-4.28949300
3.43166690,-4.47588600
3.43666690,-3.54330700
3.44166690,-4.28949300
3.44666690,-4.28949300
3.45166690,-4.47588600
3.45666690,-4.10248500
3.46166690,-4.28949300
3.46666690,-4.84867100
3.47166690,-3.54330700
3.47666690,-4.10248500
3.48166690,-4.10248500
3.48666690,-3.91609200
3.49166690,-3.17052100
3.49666689,-3.54330700
3.50166689,-3.54330700
3.50666689,-2.61072800
3.51166689,-2.61072800
3.51666689,-2.61072800
3.52166689,-2.98351400
3.52666689,-2.42433500
3.53166689,-3.17052100
3.53666689,-2.05093500
3.54166689,-3.54330700
3.54666689,-2.79712100
3.55166689,-3.17052100
3.55666689,-2.23794300
3.56166689,-3.72970000
3.56666689,-3.72970000
3.57166689,-3.54330700
3.57666689,-3.54330700
3.58166689,-3.35691400
3.58666689,-3.54330700
3.59166689,-3.54330700
3.59666689,-4.10248500
3.60166689,-3.91609200
3.60666689,-3.54330700
3.61166689,-3.54330700
3.61666689,-3.54330700
3.62166689,-4.10248500
3.62666689,-3.54330700
3.63166689,-3.91609200
3.63666689,-2.98351400
3.64166689,-3.54330700
3.64666689,-2.98351400
3.65166689,-2.98351400
3.65666689,-3.17052100
3.66166689,-3.17052100
3.66666689,-2.42433500
3.67166689,-2.42433500
3.67666689,-2.61072800
3.68166689,-2.79712100
3.68666689,-2.05093500
3.69166689,-3.91609200
3.69666689,-2.98351400
3.70166689,-3.35691400
3.70666689,-3.91609200
3.71166689,-3.35691400
3.71666689,-3.17052100
3.72166689,-3.91609200
3.72666689,-3.17052100
3.73166689,-3.54330700
3.73666689,-3.17052100
3.74166689,-3.35691400
3.74666689,-2.79712100
3.75166689,-1.86454200
3.75666689,-1.30536400
3.76166689,-2.42433500
3.76666689,-1.30536400
3.77166689,-1.11897100
3.77666689,-1.11897100
3.78166689,0.00000000
3.78666689,0.55917820
3.79166689,0.74557080
3.79666689,1.67815000
3.80166689,2.79712100
3.80666689,1.49175700
3.81166689,2.98351400
3.81666689,3.35691400
3.82166689,2.42433500
3.82666689,3.72970000
3.83166689,4.28949300
3.83666689,2.98351400
3.84166689,4.10248500
3.84666689,4.84867100
3.85166689,4.66227800
3.85666689,5.96764200
3.86166689,5.78125000
3.86666689,7.08661400
3.87166689,5.59485700
3.87666689,7.27362200
3.88166689,7.27362200
3.88666689,9.51156400
3.89166688,8.76537800
3.89666688,9.32455600
3.90166688,8.39259300
3.90666688,8.76537800
3.91166688,7.83279900
3.91666688,8.39259300
3.92166688,8.95177200
3.92666688,8.76537800
3.93166688,6.71382900
3.93666688,7.64640700
3.94166688,7.83279900
3.94666688,7.08661400
3.95166688,7.64640700
3.95666688,6.90022100
3.96166688,4.84867100
3.96666688,7.64640700
3.97166688,6.15403500
3.97666688,7.27362200
3.98166688,6.52743600
3.98666688,6.52743600
3.99166688,6.71382900
3.99666688,6.71382900
4.00166688,7.08661400
4.00666688,6.15403500
4.01166688,5.59485700
4.01666688,6.34104300
4.02166688,4.47588600
4.02666688,5.59485700
4.03166688,4.84867100
4.03666688,4.66227800
4.04166688,5.03506400
4.04666688,4.28949300
4.05166688,4.28949300
4.05666688,3.72970000
4.06166688,4.66227800
4.06666688,3.91609200
4.07166688,4.28949300
4.07666688,4.10248500
4.08166688,3.72970000
4.08666688,4.28949300
4.09166688,4.66227800
4.09666688,3.72970000
4.10166688,3.91609200
4.10666688,4.66227800
4.11166688,5.22207200
4.11666688,5.03506400
4.12166688,4.10248500
4.12666688,4.66227800
4.13166688,4.28949300
4.13666688,4.84867100
4.14166688,4.10248500
4.14666688,4.47588600
4.15166688,3.72970000
4.15666688,3.35691400
4.16166688,4.28949300
4.16666688,4.28949300
4.17166688,4.28949300
4.17666688,3.91609200
4.18166688,3.91609200
4.18666688,3.72970000
4.19166688,2.23794300
4.19666688,3.72970000
4.20166688,2.61072800
4.20666688,4.28949300
4.21166688,3.35691400
4.21666688,3.91609200
4.22166688,3.91609200
4.22666688,4.28949300
4.23166688,2.05093500
4.23666688,4.84867100
4.24166688,3.35691400
4.24666688,4.84867100
4.25166688,4.28949300
4.25666688,4.28949300
4.26166688,4.66227800
4.26666688,5.78125000
4.27166688,5.22207200
4.27666688,4.84867100
4.28166688,4.66227800
4.28666687,5.59485700
4.29166687,5.78125000
4.29666687,6.15403500
4.30166687,4.84867100
4.30666687,5.96764200
4.31166687,5.78125000
4.31666687,5.22207200
4.32166687,4.66227800
4.32666687,3.91609200
4.33166687,3.35691400
4.33666687,2.05093500
4.34166687,2.05093500
4.34666687,2.42433500
4.35166687,0.93196360
4.35666687,-0.37278540
4.36166687,0.55917820
4.36666687,-0.37278540
4.37166687,-1.30536400
4.37666687,-0.74557080
4.38166687,-2.42433500
4.38666687,-1.11897100
4.39166687,-2.05093500
4.39666687,-2.05093500
4.40166687,-2.42433500
4.40666687,-1.11897100
4.41166687,-2.05093500
4.41666687,-0.55917820
4.42166687,-1.67815000
4.42666687,-1.11897100
4.43166687,-0.37278540
4.43666687,-1.11897100
4.44166687,-0.74557080
4.44666687,-1.49175700
4.45166687,-2.42433500
4.45666687,-1.30536400
4.46166687,-2.23794300
4.46666687,-3.72970000
4.47166687,-2.61072800
4.47666687,-3.35691400
4.48166687,-2.61072800
4.48666687,-4.10248500
4.49166687,-4.10248500
4.49666687,-3.91609200
4.50166687,-3.54330700
4.50666687,-3.54330700
4.51166687,-3.91609200
4.51666687,-4.10248500
4.52166687,-4.66227800
4.52666687,-4.84867100
4.53166687,-4.47588600
4.53666687,-4.10248500
4.54166687,-5.03506400
4.54666687,-4.66227800
4.55166687,-5.59485700
4.55666687,-5.03506400
4.56166687,-6.34104300
4.56666687,-5.96764200
4.57166687,-6.34104300
4.57666687,-7.08661400
4.58166687,-6.71382900
4.58666687,-8.20558500
4.59166687,-7.83279900
4.59666687,-8.57898500
4.60166687,-8.57898500
4.60666687,-9.51156400
4.61166687,-9.51156400
4.61666687,-10.63054000
4.62166687,-8.95177200
4.62666687,-10.25714000
4.63166687,-10.07074000
4.63666687,-10.07074000
4.64166687,-8.95177200
4.64666687,-8.76537800
4.65166687,-8.01919300
4.65666687,-7.64640700
4.66166687,-7.08661400
4.66666687,-7.46001400
4.67166687,-5.96764200
4.67666687,-6.15403500
4.68166686,-4.84867100
4.68666686,-5.40846400
4.69166686,-5.03506400
4.69666686,-4.47588600
4.70166686,-4.47588600
4.70666686,-4.84867100
4.71166686,-4.10248500
4.71666686,-4.84867100
4.72166686,-5.03506400
4.72666686,-5.03506400
4.73166686,-4.84867100
4.73666686,-5.78125000
4.74166686,-3.91609200
4.74666686,-4.84867100
4.75166686,-4.47588600
4.75666686,-2.79712100
4.76166686,-4.10248500
4.76666686,-3.91609200
4.77166686,-2.23794300
4.77666686,-3.17052100
4.78166686,-2.23794300
4.78666686,-2.79712100
4.79166686,-2.05093500
4.79666686,-1.67815000
4.80166686,-2.23794300
4.80666686,-2.98351400
4.81166686,-3.17052100
4.81666686,-2.98351400
4.82166686,-2.98351400
4.82666686,-2.98351400
4.83166686,-2.98351400
4.83666686,-4.47588600
4.84166686,-3.54330700
4.84666686,-4.84867100
4.85166686,-3.91609200
4.85666686,-3.54330700
4.86166686,-4.47588600
4.86666686,-4.10248500
4.87166686,-4.66227800
4.87666686,-4.47588600
4.88166686,-3.54330700
4.88666686,-3.54330700
4.89166686,-3.35691400
4.89666686,-3.17052100
4.90166686,-3.17052100
4.90666686,-3.17052100
4.91166686,-2.98351400
4.91666686,-2.42433500
4.92166686,-3.35691400
4.92666686,-2.23794300
4.93166686,-2.42433500
4.93666686,-2.98351400
4.94166686,-2.61072800
4.94666686,-2.61072800
4.95166686,-2.98351400
4.95666686,-3.72970000
4.96166686,-4.10248500
4.96666686,-2.98351400
4.97166686,-2.98351400
4.97666686,-3.54330700
4.98166686,-4.10248500
4.98666686,-3.91609200
4.99166686,-3.54330700
4.99666686,-3.54330700
5.00166686,-4.10248500
5.00666686,-2.98351400
5.01166686,-3.72970000
5.01666686,-2.23794300
5.02166686,-3.35691400
5.02666686,-1.49175700
5.03166686,-1.49175700
5.03666686,-0.37278540
5.04166686,-1.67815000
5.04666686,-1.30536400
5.05166686,-0.37278540
5.05666686,0.55917820
5.06166686,0.55917820
5.06666686,0.93196360
5.07166686,1.30536400
5.07666685,2.42433500
5.08166685,2.42433500
5.08666685,2.42433500
5.09166685,2.42433500
5.09666685,2.98351400
5.10166685,3.91609200
5.10666685,3.91609200
5.11166685,4.66227800
5.11666685,4.47588600
5.12166685,5.59485700
5.12666685,5.96764200
5.13166685,6.52743600
5.13666685,7.27362200
5.14166685,7.46001400
5.14666685,6.52743600
5.15166685,8.01919300
5.15666685,7.64640700
5.16166685,9.13816400
5.16666685,7.64640700
5.17166685,7.64640700
5.17666685,8.20558500
5.18166685,8.01919300
5.18666685,8.95177200
5.19166685,8.95177200
5.19666685,8.01919300
5.20166685,8.20558500
5.20666685,8.01919300
5.21166685,8.20558500
5.21666685,6.71382900
5.22166685,8.01919300
5.22666685,8.01919300
5.23166685,7.46001400
5.23666685,7.64640700
5.24166685,7.27362200
