Zeit (ms),Kanal A (mV)
-8.40333280,4.28949300
-8.39833280,4.66227800
-8.39333280,3.35691400
-8.38833280,4.66227800
-8.38333281,2.61072800
-8.37833281,2.79712100
-8.37333281,2.42433500
-8.36833281,1.49175700
-8.36333281,0.55917820
-8.35833281,0.55917820
-8.35333281,-0.74557080
-8.34833281,-1.49175700
-8.34333281,-1.11897100
-8.33833281,-2.42433500
-8.33333281,-2.23794300
-8.32833281,-2.42433500
-8.32333281,-2.98351400
-8.31833281,-1.30536400
-8.31333281,-1.49175700
-8.30833281,-1.67815000
-8.30333281,-0.93196360
-8.29833281,-2.05093500
-8.29333281,-0.74557080
-8.28833281,-1.67815000
-8.28333281,-0.93196360
-8.27833281,0.00000000
-8.27333281,-1.49175700
-8.26833281,-2.23794300
-8.26333281,-2.05093500
-8.25833281,-2.23794300
-8.25333281,-2.23794300
-8.24833281,-3.17052100
-8.24333281,-2.98351400
-8.23833281,-3.17052100
-8.23333281,-3.54330700
-8.22833281,-4.10248500
-8.22333281,-4.47588600
-8.21833281,-4.47588600
-8.21333281,-4.28949300
-8.20833281,-3.91609200
-8.20333281,-3.72970000
-8.19833281,-5.03506400
-8.19333281,-4.47588600
-8.18833281,-4.66227800
-8.18333281,-5.03506400
-8.17833281,-4.47588600
-8.17333281,-5.40846400
-8.16833281,-6.34104300
-8.16333281,-5.96764200
-8.15833281,-6.71382900
-8.15333281,-5.96764200
-8.14833281,-7.27362200
-8.14333281,-7.27362200
-8.13833281,-7.46001400
-8.13333281,-7.27362200
-8.12833281,-8.20558500
-8.12333281,-9.13816400
-8.11833281,-10.07074000
-8.11333281,-8.57898500
-8.10833281,-9.13816400
-8.10333281,-9.69795700
-8.09833281,-9.88435100
-8.09333281,-9.88435100
-8.08833281,-10.44414000
-8.08333281,-9.51156400
-8.07833281,-9.51156400
-8.07333281,-8.57898500
-8.06833281,-7.46001400
-8.06333281,-7.83279900
-8.05833281,-8.20558500
-8.05333281,-8.01919300
-8.04833281,-5.78125000
-8.04333281,-5.03506400
-8.03833281,-5.40846400
-8.03333281,-4.47588600
-8.02833281,-5.78125000
-8.02333281,-4.10248500
-8.01833281,-5.03506400
-8.01333281,-4.28949300
-8.00833281,-4.28949300
-8.00333281,-4.28949300
-7.99833281,-4.47588600
-7.99333281,-3.91609200
-7.98833281,-5.03506400
-7.98333282,-4.28949300
-7.97833282,-3.91609200
-7.97333282,-5.03506400
-7.96833282,-3.17052100
-7.96333282,-3.35691400
-7.95833282,-4.28949300
-7.95333282,-3.72970000
-7.94833282,-3.35691400
-7.94333282,-2.23794300
-7.93833282,-3.91609200
-7.93333282,-2.42433500
-7.92833282,-3.54330700
-7.92333282,-2.98351400
-7.91833282,-2.98351400
-7.91333282,-2.79712100
-7.90833282,-2.61072800
-7.90333282,-3.54330700
-7.89833282,-3.54330700
-7.89333282,-3.54330700
-7.88833282,-3.91609200
-7.88333282,-2.23794300
-7.87833282,-4.28949300
-7.87333282,-3.91609200
-7.86833282,-4.47588600
-7.86333282,-3.91609200
-7.85833282,-5.59485700
-7.85333282,-4.84867100
-7.84833282,-4.10248500
-7.84333282,-5.03506400
-7.83833282,-3.91609200
-7.83333282,-4.10248500
-7.82833282,-4.10248500
-7.82333282,-3.91609200
-7.81833282,-3.54330700
-7.81333282,-2.79712100
-7.80833282,-3.17052100
-7.80333282,-2.42433500
-7.79833282,-2.98351400
-7.79333282,-2.23794300
-7.78833282,-3.91609200
-7.78333282,-3.35691400
-7.77833282,-2.98351400
-7.77333282,-3.17052100
-7.76833282,-4.28949300
-7.76333282,-2.61072800
-7.75833282,-3.35691400
-7.75333282,-2.98351400
-7.74833282,-3.35691400
-7.74333282,-2.05093500
-7.73833282,-3.91609200
-7.73333282,-2.42433500
-7.72833282,-3.17052100
-7.72333282,-3.17052100
-7.71833282,-3.91609200
-7.71333282,-3.17052100
-7.70833282,-3.91609200
-7.70333282,-3.17052100
-7.69833282,-2.98351400
-7.69333282,-1.67815000
-7.68833282,-1.11897100
-7.68333282,-1.30536400
-7.67833282,-1.11897100
-7.67333282,-0.37278540
-7.66833282,-0.74557080
-7.66333282,0.55917820
-7.65833282,0.55917820
-7.65333282,1.11897100
-7.64833282,1.11897100
-7.64333282,2.23794300
-7.63833282,2.05093500
-7.63333282,2.61072800
-7.62833282,2.61072800
-7.62333282,2.98351400
-7.61833282,3.35691400
-7.61333282,4.28949300
-7.60833282,4.47588600
-7.60333282,5.59485700
-7.59833282,5.22207200
-7.59333282,5.96764200
-7.58833283,5.40846400
-7.58333283,6.52743600
-7.57833283,7.46001400
-7.57333283,6.90022100
-7.56833283,8.01919300
-7.56333283,7.64640700
-7.55833283,8.39259300
-7.55333283,7.83279900
-7.54833283,8.39259300
-7.54333283,8.57898500
-7.53833283,8.76537800
-7.53333283,8.95177200
-7.52833283,8.39259300
-7.52333283,8.57898500
-7.51833283,8.39259300
-7.51333283,7.46001400
-7.50833283,7.46001400
-7.50333283,7.64640700
-7.49833283,7.46001400
-7.49333283,7.08661400
-7.48833283,7.08661400
-7.48333283,8.20558500
-7.47833283,6.34104300
-7.47333283,7.08661400
-7.46833283,7.46001400
-7.46333283,8.01919300
-7.45833283,7.08661400
-7.45333283,5.78125000
-7.44833283,6.90022100
-7.44333283,7.27362200
-7.43833283,5.22207200
-7.43333283,4.84867100
-7.42833283,5.22207200
-7.42333283,5.78125000
-7.41833283,4.66227800
-7.41333283,5.59485700
-7.40833283,3.91609200
-7.40333283,3.91609200
-7.39833283,4.66227800
-7.39333283,4.10248500
-7.38833283,4.84867100
-7.38333283,5.40846400
-7.37833283,4.66227800
-7.37333283,4.28949300
-7.36833283,2.98351400
-7.36333283,4.66227800
-7.35833283,4.28949300
-7.35333283,4.66227800
-7.34833283,4.66227800
-7.34333283,5.03506400
-7.33833283,3.91609200
-7.33333283,4.28949300
-7.32833283,4.84867100
-7.32333283,5.03506400
-7.31833283,5.22207200
-7.31333283,5.59485700
-7.30833283,3.35691400
-7.30333283,4.28949300
-7.29833283,3.91609200
-7.29333283,4.28949300
-7.28833283,3.54330700
-7.28333283,3.91609200
-7.27833283,4.10248500
-7.27333283,4.28949300
-7.26833283,4.28949300
-7.26333283,5.22207200
-7.25833283,2.98351400
-7.25333283,5.22207200
-7.24833283,4.10248500
-7.24333283,4.47588600
-7.23833283,5.22207200
-7.23333283,4.66227800
-7.22833283,4.47588600
-7.22333283,4.47588600
-7.21833283,3.35691400
-7.21333283,5.22207200
-7.20833283,4.28949300
-7.20333283,4.66227800
-7.19833283,4.47588600
-7.19333284,4.47588600
-7.18833284,4.66227800
-7.18333284,5.03506400
-7.17833284,4.84867100
-7.17333284,5.40846400
-7.16833284,5.22207200
-7.16333284,5.78125000
-7.15833284,5.59485700
-7.15333284,5.59485700
-7.14833284,4.84867100
-7.14333284,5.03506400
-7.13833284,4.84867100
-7.13333284,5.59485700
-7.12833284,4.66227800
-7.12333284,4.66227800
-7.11833284,2.98351400
-7.11333284,3.54330700
-7.10833284,2.79712100
-7.10333284,2.05093500
-7.09833284,1.49175700
-7.09333284,0.55917820
-7.08833284,-0.18639270
-7.08333284,-0.55917820
-7.07833284,-1.67815000
-7.07333284,-0.37278540
-7.06833284,-1.67815000
-7.06333284,-1.30536400
-7.05833284,-2.98351400
-7.05333284,-2.05093500
-7.04833284,-2.05093500
-7.04333284,-2.23794300
-7.03833284,-2.05093500
-7.03333284,-0.74557080
-7.02833284,-1.67815000
-7.02333284,-1.11897100
-7.01833284,-0.74557080
-7.01333284,0.00000000
-7.00833284,-1.30536400
-7.00333284,-1.30536400
-6.99833284,-1.86454200
-6.99333284,-0.74557080
-6.98833284,-3.17052100
-6.98333284,-2.23794300
-6.97833284,-2.05093500
-6.97333284,-2.05093500
-6.96833284,-2.98351400
-6.96333284,-2.05093500
-6.95833284,-4.28949300
-6.95333284,-3.17052100
-6.94833284,-3.72970000
-6.94333284,-3.91609200
-6.93833284,-5.03506400
-6.93333284,-3.54330700
-6.92833284,-4.84867100
-6.92333284,-3.91609200
-6.91833284,-4.28949300
-6.91333284,-5.03506400
-6.90833284,-5.40846400
-6.90333284,-4.84867100
-6.89833284,-6.71382900
-6.89333284,-5.40846400
-6.88833284,-6.15403500
-6.88333284,-6.15403500
-6.87833284,-6.71382900
-6.87333284,-7.46001400
-6.86833284,-8.20558500
-6.86333284,-7.83279900
-6.85833284,-8.01919300
-6.85333284,-8.20558500
-6.84833284,-9.51156400
-6.84333284,-9.69795700
-6.83833284,-9.88435100
-6.83333284,-8.95177200
-6.82833284,-10.81693000
-6.82333284,-9.69795700
-6.81833284,-10.07074000
-6.81333284,-9.13816400
-6.80833284,-9.13816400
-6.80333284,-8.20558500
-6.79833285,-8.95177200
-6.79333285,-6.71382900
-6.78833285,-7.83279900
-6.78333285,-5.96764200
-6.77833285,-6.71382900
-6.77333285,-5.96764200
-6.76833285,-4.84867100
-6.76333285,-5.22207200
-6.75833285,-4.28949300
-6.75333285,-5.03506400
-6.74833285,-4.47588600
-6.74333285,-4.10248500
-6.73833285,-5.40846400
-6.73333285,-3.72970000
-6.72833285,-4.47588600
-6.72333285,-4.47588600
-6.71833285,-4.28949300
-6.71333285,-4.28949300
-6.70833285,-4.47588600
-6.70333285,-4.47588600
-6.69833285,-3.91609200
-6.69333285,-3.91609200
-6.68833285,-3.35691400
-6.68333285,-3.17052100
-6.67833285,-3.91609200
-6.67333285,-2.61072800
-6.66833285,-3.54330700
-6.66333285,-1.86454200
-6.65833285,-2.23794300
-6.65333285,-3.17052100
-6.64833285,-3.17052100
-6.64333285,-2.61072800
-6.63833285,-4.10248500
-6.63333285,-3.35691400
-6.62833285,-3.17052100
-6.62333285,-2.61072800
-6.61833285,-3.72970000
-6.61333285,-2.05093500
-6.60833285,-4.66227800
-6.60333285,-4.28949300
-6.59833285,-4.47588600
-6.59333285,-4.10248500
-6.58833285,-4.28949300
-6.58333285,-4.47588600
-6.57833285,-3.91609200
-6.57333285,-3.91609200
-6.56833285,-4.84867100
-6.56333285,-4.66227800
-6.55833285,-3.54330700
-6.55333285,-3.91609200
-6.54833285,-3.72970000
-6.54333285,-3.91609200
-6.53833285,-2.42433500
-6.53333285,-2.61072800
-6.52833285,-3.72970000
-6.52333285,-2.23794300
-6.51833285,-3.54330700
-6.51333285,-2.05093500
-6.50833285,-2.61072800
-6.50333285,-2.61072800
-6.49833285,-2.79712100
-6.49333285,-2.79712100
-6.48833285,-3.54330700
-6.48333285,-2.98351400
-6.47833285,-3.17052100
-6.47333285,-3.54330700
-6.46833285,-3.72970000
-6.46333285,-3.17052100
-6.45833285,-4.47588600
-6.45333285,-3.17052100
-6.44833285,-3.54330700
-6.44333285,-2.61072800
-6.43833285,-3.72970000
-6.43333285,-3.17052100
-6.42833285,-3.54330700
-6.42333285,-1.11897100
-6.41833285,-0.74557080
-6.41333285,-1.11897100
-6.40833285,-1.30536400
-6.40333286,-0.93196360
-6.39833286,-0.74557080
-6.39333286,-0.37278540
-6.38833286,1.11897100
-6.38333286,0.74557080
-6.37833286,1.11897100
-6.37333286,1.49175700
-6.36833286,2.05093500
-6.36333286,2.79712100
-6.35833286,2.42433500
-6.35333286,3.35691400
-6.34833286,3.72970000
-6.34333286,4.47588600
-6.33833286,3.35691400
-6.33333286,5.22207200
-6.32833286,5.22207200
-6.32333286,5.59485700
-6.31833286,5.22207200
-6.31333286,5.96764200
-6.30833286,6.15403500
-6.30333286,7.46001400
-6.29833286,6.90022100
-6.29333286,7.27362200
-6.28833286,7.83279900
-6.28333286,9.13816400
-6.27833286,7.83279900
-6.27333286,8.95177200
-6.26833286,9.13816400
-6.26333286,8.01919300
-6.25833286,8.95177200
-6.25333286,9.32455600
-6.24833286,8.95177200
-6.24333286,8.76537800
-6.23833286,8.57898500
-6.23333286,7.83279900
-6.22833286,7.83279900
-6.22333286,7.27362200
-6.21833286,7.46001400
-6.21333286,7.08661400
-6.20833286,6.90022100
-6.20333286,7.46001400
-6.19833286,6.90022100
-6.19333286,6.71382900
-6.18833286,6.34104300
-6.18333286,6.90022100
-6.17833286,7.08661400
-6.17333286,6.52743600
-6.16833286,6.52743600
-6.16333286,5.96764200
-6.15833286,5.59485700
-6.15333286,4.66227800
-6.14833286,4.66227800
-6.14333286,5.03506400
-6.13833286,4.66227800
-6.13333286,4.84867100
-6.12833286,4.47588600
-6.12333286,4.47588600
-6.11833286,3.35691400
-6.11333286,5.22207200
-6.10833286,3.72970000
-6.10333286,4.84867100
-6.09833286,4.47588600
-6.09333286,4.66227800
-6.08833286,3.35691400
-6.08333286,4.28949300
-6.07833286,5.22207200
-6.07333286,4.66227800
-6.06833286,5.03506400
-6.06333286,6.15403500
-6.05833286,3.91609200
-6.05333286,5.22207200
-6.04833286,5.22207200
-6.04333286,3.91609200
-6.03833286,4.28949300
-6.03333286,3.91609200
-6.02833286,3.54330700
-6.02333286,4.84867100
-6.01833286,3.72970000
-6.01333286,4.66227800
-6.00833287,2.42433500
-6.00333287,4.66227800
-5.99833287,3.91609200
-5.99333287,4.10248500
-5.98833287,3.35691400
-5.98333287,3.91609200
-5.97833287,3.54330700
-5.97333287,3.91609200
-5.96833287,4.28949300
-5.96333287,4.84867100
-5.95833287,3.35691400
-5.95333287,3.72970000
-5.94833287,4.84867100
-5.94333287,4.28949300
-5.93833287,4.28949300
-5.93333287,4.28949300
-5.92833287,3.72970000
-5.92333287,4.66227800
-5.91833287,3.91609200
-5.91333287,5.40846400
-5.90833287,4.47588600
-5.90333287,6.15403500
-5.89833287,5.59485700
-5.89333287,5.03506400
-5.88833287,4.28949300
-5.88333287,4.66227800
-5.87833287,5.59485700
-5.87333287,5.22207200
-5.86833287,5.22207200
-5.86333287,5.96764200
-5.85833287,4.66227800
-5.85333287,5.59485700
-5.84833287,4.28949300
-5.84333287,2.79712100
-5.83833287,3.35691400
-5.83333287,3.54330700
-5.82833287,2.42433500
-5.82333287,1.86454200
-5.81833287,0.37278540
-5.81333287,-0.74557080
-5.80833287,-0.74557080
-5.80333287,-0.74557080
-5.79833287,-1.67815000
-5.79333287,-0.93196360
-5.78833287,-2.23794300
-5.78333287,-1.30536400
-5.77833287,-2.23794300
-5.77333287,-1.30536400
-5.76833287,-1.49175700
-5.76333287,-0.93196360
-5.75833287,-2.61072800
-5.75333287,-0.74557080
-5.74833287,-1.30536400
-5.74333287,-1.30536400
-5.73833287,-2.23794300
-5.73333287,-0.55917820
-5.72833287,-2.42433500
-5.72333287,-1.30536400
-5.71833287,-2.05093500
-5.71333287,-1.67815000
-5.70833287,-2.61072800
-5.70333287,-2.23794300
-5.69833287,-2.61072800
-5.69333287,-3.17052100
-5.68833287,-3.91609200
-5.68333287,-3.91609200
-5.67833287,-5.03506400
-5.67333287,-4.10248500
-5.66833287,-4.66227800
-5.66333287,-4.28949300
-5.65833287,-3.35691400
-5.65333287,-4.10248500
-5.64833287,-4.10248500
-5.64333287,-4.47588600
-5.63833287,-4.47588600
-5.63333287,-4.47588600
-5.62833287,-5.96764200
-5.62333287,-5.40846400
-5.61833287,-5.96764200
-5.61333287,-5.78125000
-5.60833288,-6.34104300
-5.60333288,-6.71382900
-5.59833288,-6.52743600
-5.59333288,-7.64640700
-5.58833288,-8.57898500
-5.58333288,-8.20558500
-5.57833288,-8.57898500
-5.57333288,-9.13816400
-5.56833288,-9.51156400
-5.56333288,-9.13816400
-5.55833288,-9.88435100
-5.55333288,-8.95177200
-5.54833288,-9.51156400
-5.54333288,-9.13816400
-5.53833288,-9.51156400
-5.53333288,-9.51156400
-5.52833288,-7.83279900
-5.52333288,-8.20558500
-5.51833288,-8.57898500
-5.51333288,-6.15403500
-5.50833288,-6.90022100
-5.50333288,-5.22207200
-5.49833288,-6.71382900
-5.49333288,-5.96764200
-5.48833288,-5.96764200
-5.48333288,-4.10248500
-5.47833288,-4.10248500
-5.47333288,-4.47588600
-5.46833288,-4.28949300
-5.46333288,-4.10248500
-5.45833288,-4.47588600
-5.45333288,-4.66227800
-5.44833288,-3.91609200
-5.44333288,-3.91609200
-5.43833288,-4.84867100
-5.43333288,-4.28949300
-5.42833288,-5.40846400
-5.42333288,-3.54330700
-5.41833288,-4.28949300
-5.41333288,-2.61072800
-5.40833288,-3.54330700
-5.40333288,-3.17052100
-5.39833288,-3.35691400
-5.39333288,-3.17052100
-5.38833288,-2.61072800
-5.38333288,-2.79712100
-5.37833288,-0.74557080
-5.37333288,-2.79712100
-5.36833288,-2.98351400
-5.36333288,-2.61072800
-5.35833288,-3.54330700
-5.35333288,-2.98351400
-5.34833288,-3.17052100
-5.34333288,-3.35691400
-5.33833288,-3.54330700
-5.33333288,-3.35691400
-5.32833288,-3.54330700
-5.32333288,-3.54330700
-5.31833288,-4.47588600
-5.31333288,-3.91609200
-5.30833288,-4.28949300
-5.30333288,-4.10248500
-5.29833288,-4.47588600
-5.29333288,-3.91609200
-5.28833288,-4.28949300
-5.28333288,-2.23794300
-5.27833288,-4.66227800
-5.27333288,-3.54330700
-5.26833288,-3.91609200
-5.26333288,-2.61072800
-5.25833288,-3.72970000
-5.25333288,-2.61072800
-5.24833288,-2.42433500
-5.24333288,-2.23794300
-5.23833288,-2.98351400
-5.23333288,-1.67815000
-5.22833288,-2.98351400
-5.22333288,-1.49175700
-5.21833288,-3.17052100
-5.21333289,-2.05093500
-5.20833289,-3.35691400
-5.20333289,-1.67815000
-5.19833289,-2.98351400
-5.19333289,-2.98351400
-5.18833289,-3.72970000
-5.18333289,-2.98351400
-5.17833289,-2.42433500
-5.17333289,-3.35691400
-5.16833289,-4.10248500
-5.16333289,-3.35691400
-5.15833289,-2.61072800
-5.15333289,-1.67815000
-5.14833289,-2.42433500
-5.14333289,-1.30536400
-5.13833289,-0.74557080
-5.13333289,-1.67815000
-5.12833289,-1.11897100
-5.12333289,0.00000000
-5.11833289,-1.30536400
-5.11333289,1.49175700
-5.10833289,0.74557080
-5.10333289,1.67815000
-5.09833289,1.67815000
-5.09333289,2.98351400
-5.08833289,3.17052100
-5.08333289,2.98351400
-5.07833289,4.10248500
-5.07333289,4.10248500
-5.06833289,2.42433500
-5.06333289,5.22207200
-5.05833289,4.10248500
-5.05333289,6.15403500
-5.04833289,5.22207200
-5.04333289,6.71382900
-5.03833289,7.27362200
-5.03333289,6.71382900
-5.02833289,7.46001400
-5.02333289,7.64640700
-5.01833289,7.64640700
-5.01333289,9.32455600
-5.00833289,7.46001400
-5.00333289,8.57898500
-4.99833289,8.01919300
-4.99333289,8.57898500
-4.98833289,8.57898500
-4.98333289,8.39259300
-4.97833289,8.01919300
-4.97333289,8.57898500
-4.96833289,8.39259300
-4.96333289,7.64640700
-4.95833289,8.39259300
-4.95333289,8.01919300
-4.94833289,7.08661400
-4.94333289,7.27362200
-4.93833289,7.08661400
-4.93333289,7.46001400
-4.92833289,6.71382900
-4.92333289,6.71382900
-4.91833289,6.15403500
-4.91333289,6.90022100
-4.90833289,5.78125000
-4.90333289,6.71382900
-4.89833289,5.22207200
-4.89333289,7.83279900
-4.88833289,5.96764200
-4.88333289,4.84867100
-4.87833289,4.66227800
-4.87333289,5.59485700
-4.86833289,4.84867100
-4.86333289,5.40846400
-4.85833289,4.28949300
-4.85333289,5.78125000
-4.84833289,3.72970000
-4.84333289,5.22207200
-4.83833289,3.91609200
-4.83333289,4.84867100
-4.82833289,4.66227800
-4.82333289,5.59485700
-4.81833290,3.72970000
-4.81333290,4.10248500
-4.80833290,4.66227800
-4.80333290,4.84867100
-4.79833290,4.84867100
-4.79333290,4.84867100
-4.78833290,4.66227800
-4.78333290,5.59485700
-4.77833290,3.72970000
-4.77333290,5.59485700
-4.76833290,4.47588600
-4.76333290,5.03506400
-4.75833290,4.66227800
-4.75333290,5.03506400
-4.74833290,3.35691400
-4.74333290,4.28949300
-4.73833290,3.72970000
-4.73333290,4.66227800
-4.72833290,3.35691400
-4.72333290,5.59485700
-4.71833290,3.91609200
-4.71333290,4.47588600
-4.70833290,3.91609200
-4.70333290,4.28949300
-4.69833290,4.28949300
-4.69333290,3.54330700
-4.68833290,4.84867100
-4.68333290,4.28949300
-4.67833290,4.28949300
-4.67333290,2.79712100
-4.66833290,3.91609200
-4.66333290,5.22207200
-4.65833290,3.72970000
-4.65333290,5.22207200
-4.64833290,3.91609200
-4.64333290,4.10248500
-4.63833290,5.59485700
-4.63333290,5.03506400
-4.62833290,4.66227800
-4.62333290,4.84867100
-4.61833290,3.91609200
-4.61333290,5.03506400
-4.60833290,5.78125000
-4.60333290,5.03506400
-4.59833290,4.28949300
-4.59333290,5.22207200
-4.58833290,5.03506400
-4.58333290,5.03506400
-4.57833290,4.10248500
-4.57333290,3.91609200
-4.56833290,3.35691400
-4.56333290,2.79712100
-4.55833290,2.05093500
-4.55333290,0.93196360
-4.54833290,0.74557080
